,id,comment,program,time,love,play
94,자루,진주사이즈 한알에 어느정도 되나요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
95,축복받은순수녀,2022042332020571구매내역,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
96,축복받은순수녀,팔찌랑귀걸이구매햇어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
97,viki,안녕하세여 발찌올려주셧네영,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
98,viki,이제하는거 봣어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
99,viki,보여주세용ㅎ,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
100,viki,아주작은사이즈요? 실버는 잘안끊어질까요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
101,viki,보통 끊어질까바 길게하게되는거 같아여,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
102,viki,레드도 이뿌네용 배송 오래걸리나요?,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
103,클리티에,안녕하세요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
104,클리티에,아니에요 저번에도 인사 했는데,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
105,클리티에,라방은 잘 몽 보고 쥬얼리만 구매 하느라,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
106,클리티에,신화에 나오는 인물이에요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
107,클리티에,천혜향 라인 이번주에 구매했는데 맘에 들어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
108,클리티에,천리향..,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
109,쭈맘,반지 상세 설명에 색상이 무도금실버로 되어있어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
110,하늘별,2022042332364651,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
111,하늘별,딸 별자리 목걸이 구입했어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
112,하늘별,,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
113,쭈맘,2022042332376731 목걸이 구매했어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
114,viki,저 발찌하게되면 진주귀걸이as 보내주실때 같이 보내주실수있나영?!,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
115,쭈맘,네 톡드릴께요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
116,viki,발찌 착불로 주문하연될까요?,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
117,viki,감사요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
118,쭈맘,늦은시간 고생많으셨어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
119,쭈맘,오늘도 이쁜아이들 너무 잘봤어요,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
120,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
121,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
122,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
123,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
124,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
125,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
126,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
127,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
128,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
129,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
130,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
131,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
132,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
133,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
134,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
135,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
136,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
137,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
138,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
139,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
140,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
141,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
142,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
143,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
144,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
145,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
146,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
147,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
148,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
149,nan,nan,브라보 아하몰의 쇼핑라이브,2022-04-23_23:06:36,"1,242",941
150,허니,세틴원피스가너무이뻐요 민소매뿐인거죠?고민 ㅎㅎ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
151,허니,네,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
152,허니,네 장바에잇죠?,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
153,블랙스완,네네 허니님 데려가주세요 ㅋ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
154,엣지있는그녀,스완님이 못 가져가서 울었다는 그 새틴원피스,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
155,블랙스완,ㅎㅎㅎㅎㅎ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
156,허니,네그럴께요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
157,블랙스완,,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
158,블랙스완,레드 쨍하니 이쁘네,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
159,2394,스완님 저는 네이비요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
160,이쁜뿅뿅이,졸다 깼는데 나염 스커트 올라왔네요 대표님 함 입어봐 주세요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
161,블랙스완,전 아마 골반에서 걸릴듯요 ㅋㅋ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
162,블랙스완,왕골반이라 ㅋㅋ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
163,엣지있는그녀,이쁜님ㅋㅋㅋ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
164,2394,저도 ㅂ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
165,이쁜뿅뿅이,네,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
166,2394,골반은 있는편이라,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
167,블랙스완,이쁜님 나염스커트 허리 30이래요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
168,이쁜뿅뿅이,30이요??? ㅠㅠ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
169,블랙스완,네ㅜㅜ,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
170,이쁜뿅뿅이,왜 30이나 된데 그렇게 안보이든데.,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
171,허니,돌려보길잘햇네요잠이많아서요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
172,블랙스완,M이라 그런가봐용,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
173,이쁜뿅뿅이,불편한 포즈로 졸았어요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
174,2394,밴딩인가요?,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
175,허니,202242372719361,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
176,엣지있는그녀,레이스 고급지네요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
177,이쁜뿅뿅이,나염스커트를 골반에 걸쳐입음 안될까요? 난 그게 진짜 맘에 드는데.,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
178,허니,길이가길어서맘에들던데요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
179,2394,이쁜님 나염 이뻐요,신상할인!! 원피스대전 바배 1부,2022-04-23_23:33:25,"15,042","1,025"
180,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
181,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
182,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
183,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
184,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
185,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
186,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
187,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
188,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
189,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
190,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
191,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
192,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
193,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
194,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
195,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
196,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
197,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
198,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
199,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
200,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
201,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
202,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
203,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
204,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
205,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
206,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
207,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
208,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
209,nan,nan,신상할인!! 원피스대전 바배 1부,2022-04-23_23:54:00,"15,042","1,194"
210,유인아,저도 재구매 하러왔어요 정말 엄청 기다리던 방송이에요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
211,jun,2022042332012481구매내역,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
212,jun,구매했어요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
213,유인아,20220423319275379 석류콜라겐 선물도 감사드려요 ,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
214,유인아,꿀 대박 고급스러운 맛나서 잘 먹고있어요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
215,유인아,메이플 시럽이랑 급이 다르게 훨씬 백만배 맛있어요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
216,유인아,20220423319227537 얼른 저도 구매했어요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
217,좋은생각,구매인증 2022042332047741구매내역,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
218,유인아,근데 가격 정말 대박이네요 거기다 석류콜라겐까지 주시는데 ㅋㅋㅋ 감사드려요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
219,유인아,그릭요거트에 올리고당은 옳치 않아요 ㅋ 다들 강개상인 참도라지꿀 드셔보세요 정말 강추합니다!! ,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
220,jun,구매인증 httpsm.pay.naver.comoreceiptpurchase2022042332012481,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
221,유인아,이가격 이 선물 몇시까지에요? 저희 올케도 사라고하려구요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
222,유인아,이건 무조건 사야해요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
223,유인아,신세계백화점에서는 석류콜라겐도 안주던데요 ㅎㅎ,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
224,유인아,5월 달 선물로 더 사야겠어요 ,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
225,유인아,전 어제 김치볶음밥에도 김치볶을때 꿀좀넣어주엏더니 기절하게 맛있더라구요 ㅋㅋㅋ,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
226,유인아,올케가 전화른 안받아서 우선 제가 더 사야겠어요 ㅎㅎ,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
227,유인아,20220423319257376 꿀도 더 샀어요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
228,토토로,푸짐 좋아요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
229,그린홀릭,안녕하세요 어떤걸사도 석류콜라겐 정품 다 주시는거죠? ㅎㅎ 대박이네요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
230,토토로,신세계백화점 에서 봤어요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
231,토토로,당첨 언제해요??,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
232,그린홀릭,저는 스타필드 백화점에서 봤어요 이 가격이 아니던데요 오늘 가격 엄청 착하네요,신세계 백화점 홍삼 강개상인 자연건조 홍삼 농축 스틱,2022-04-23_23:06:27,"5,178","1,974"
